21319338:亚丽莎,2;小说家,1;理智,1;病人,1;狩猎者,1;
1298695:灵,26;正义,21;azazel,18;恶,18;人类,17;
3268358:宝宝,161;蒙古,69;日本,62;非洲,48;妈妈,40;
10590680:校长,3;学生,1;不善,1;教,1;老实,1;
1482105:capote,104;perry,56;,48;卡波特,41;infamous,29;
2132607:气候,77;变暖,45;气候变化,40;地球,39;全球,35;
3894510:动画,69;halo,45;日本,40;画面,24;技术,20;
1422925:选,1;更是如此,1;男主角,1;相当,1;怀,1;
1301260:日本,27;自由,25;吉隆,24;毛,22;野,21;
1300868:异形,583;人类,145;飞船,107;恐惧,75;生物,65;
1938260:张思德,39;生活,14;平凡,13;革命,13;普通,11;
2268042:,138;安然,110;公司,85;*,79;in,48;
1305068:美国,15;第一部,11;派,11;jim,10;搞笑,10;
2054026:婚礼,335;朋友,282;女人,232;她们,181;emma,168;
1302774:it,9;was,8;that,7;film,7;takashi,6;
1485962:美国,7;家庭,6;快乐,5;满堂,4;中产,4;
2075352:国王,7;莽,6;缅甸,6;伟大,4;英雄,3;
5416009:青春,1071;梦想,187;草莓,187;逼,127;淳,125;
20471829:晚娘,17;假,15;电,14;18319981622,14;【,14;
3076541:biak,59;泰拳,35;pao,34;梦想,23;samoh,12;
1448722:人类,47;森林,45;动画,22;画面,22;基多,21;
1777618:_,17;变态,5;逼,4;二,4;版,4;
1418569:兰波,26;诗歌,19;维尔勒努,9;世界,7;经历,7;
4016546:百度,4;com,3;http,3;方程式,3;提问,3;
5334376:bo,18;frank,17;男人,11;父亲,8;丹麦,6;
1303255:尼科夫,35;索特,34;夫,20;雷巴科,20;焦虑,20;
1295527:德尼罗,22;浪人,20;’,17;雷诺,16;枪战,13;
1307909:天桥,100;不见,54;小康,52;蔡明亮,33;琪,26;
1510388:雷,12;谎言,7;男主角,5;女人,4;轻松,4;
1307469:选,1;居然,1;d,1;播,1;哈,1;
3032873:菩提,10;喔,8;幽魂,8;男孩子,7;音乐,7;
1459102:．,12;僵尸,7;venom,5;神秘,4;算是,4;
1302303:爱,780;爱情,335;女人,256;原罪,230;男人,229;
1293820:自由,75;越狱,55;男主角,38;亨利,35;逃,30;
3305753:缘分,97;绘,91;高雄,68;田中千,56;张,51;
1309096:女儿,75;父亲,74;杰克,47;rose,41;生活,39;
1306846:主人,23;嘉宾,20;＂,18;宴会,17;者,15;
3205567:达尔文,379;安妮,105;信仰,87;女儿,74;上帝,73;
5282435:後,13;德国,12;法国,11;妻子,9;丈夫,9;
1826173:网球,18;网,17;日本,15;|,13;网球王子,12;
1293749:乔治,367;生活,323;天使,230;世界,207;美好,205;
1401641:gt,7;lt,7;呀,4;林青霞,4;追,3;
1305086:爱,142;弗朗索瓦,93;爱情,71;生命,63;马蒂尔,63;
1307915:(,15;),14;台湾,12;饰,9;挖洞,9;
6877524:兄弟,20;黑帮,20;momon,19;背叛,19;里昂,17;
3744888:红色,41;名,40;美,36;村,33;木,32;
1928887:年轻,9;教育,3;错过,2;一会,2;冒险,2;
10546007:+,98;酷,19;拉,15;皮卡,13;剧场版,12;
1578500:爱,189;日本,152;女人,136;妻子,136;男人,124;
2118235:火车,62;女人,47;社会,45;女士,40;车厢,37;
6946777:天,14;跑,11;田亮,8;明星,7;砂锅,7;
1306445:警察,3;轻松,2;(,2;),2;gt,2;
2271602:生活,13;协会,9;残疾人,8;情绪,7;思考,7;
1293203:爱,174;爱情,145;鬼,110;萨姆,97;天堂,80;
3622646:理想,19;梦,12;横渡,11;旅程,10;andrew,9;
1401531:海,46;巫师,30;ged,27;世界,23;杰德,21;
1401892:逻辑,6;达达主义,6;节奏,4;战争,3;理性,3;
1914681:加,7;10分,7;第一部,5;反派,4;王,3;
1292985:利诺,11;帕斯夸,11;战争,10;意大利,8;集中营,8;
6124012:无情,1518;四大名捕,1088;冷血,1012;狼,614;邓超,566;
1299864:郑成功,20;台湾,15;城,11;金门,8;海峡,8;
5995923:责任,3;爱情,3;负责,2;女人,2;家庭,2;
1419992:世界,161;rose,119;小女孩,104;幻想,99;父亲,99;
2567747:驯服,4;女孩,3;爸爸,3;长大,3;永远,2;
1301675:朱丽叶,37;nina,22;爱情,17;罗密欧,15;爱,15;
1296591:,82;维斯康蒂,10;纳粹,10;家族,10;马丁,8;
1303554:k,26;审判,22;世界,15;法律,14;自我,13;
4073061:总统,147;韩国,46;张东健,37;日本,19;厨师长,17;
1768941:咒,23;日本,22;蜘蛛,19;牺牲,15;死亡,15;
1467242:王晶,14;～,12;无间道,11;追女仔,9;精装,8;
1305611:豪伊,48;异教徒,36;岛上,19;警官,18;献祭,16;
3560978:自然,3;保护,3;河流,3;体验,2;城市,2;
1308043:失忆,12;记忆,9;爱,8;巴普罗,8;葛,7;
1301817:神父,88;donna,31;判决,21;李,19;爱,19;
1292779:恐怖片,15;恐怖,11;青春,9;晚上,7;杀人,7;
2074727:vika,13;rita,8;神父,5;心理,5;咨询师,5;
1307669:公司,13;数码,13;森,7;威,7;间谍,6;
1298442:玛尔尼,39;希区柯克,38;母亲,26;马克,23;marnie,20;
2259312:三三,37;人类,17;青儿,14;毒,12;吻,11;
1865703:梦,951;梦境,600;红辣椒,418;今敏,340;世界,292;
4059042:中国,6;意大利,5;孙丽,5;赵涛,3;太极,3;
1438746:爱,49;生活,48;莫里,43;死亡,33;米奇,24;
1463357:无厘头,4;文艺,3;有意思,2;腔,2;桥段,2;
1293190:间谍,22;alec,11;世界,10;cold,9;007,8;
6097350:noel,3;mcgee,3;22,2;creation,2;相当,2;
2159676:优,127;灵魂,100;人类,71;狐,65;千年,59;
1308795:阿文,30;阿静,20;生活,18;阿冰,17;七年,13;
1448724:木乃伊,17;女主角,15;loft,10;尸体,8;记忆,8;
1300714:动作,11;尤其,4;成龙,4;老爸,4;洪金宝,4;
1298655:赫尔曼,116;婚姻,107;玛丽娅,95;爱情,87;玛利亚,84;
2357703:柯南,347;原,165;美,159;灰,124;光彦,116;
3001186:土地,9;jane,8;歌声,5;越,5;心灵,5;
1291856:马修,577;巴黎,510;革命,459;世界,368;爱,362;
3240479:比如说,2;越,2;可惜,2;前面,2;杀手,2;
3317394:patty,27;帕里梅,6;luso,6;感情,4;的确,3;
3152769:1个,5;废话,3;密室,3;垃圾,3;敲掉,2;
3778412:相当,2;李妍熙,2;每天,2;看见,2;女人,2;
2068073:松华,67;东浩,46;板,45;索,42;制,21;
2156154:父亲,49;or,15;发音,14;that,12;in,12;
3730219:乡村,8;生活,7;梦,4;闲,4;流动,3;
10432325:笑,6;车,6;噠,6;囧,4;帅,4;
1306545:．,10;韩国,10;爱情,9;车,9;男主角,9;
7564989:柳白猿,26;武林,17;箭,17;传统,14;中国,12;
1292646:卡利,125;女人,63;帕西诺,61;,60;梦想,58;
1300635:arthur,5;圆桌,5;camelot,5;音乐剧,4;唱,4;
6068518:弟弟,7;女主角,5;幽默,4;头颅,4;惊悚片,3;
4082247:正是,10;世界,9;英雄主义,9;生活,7;飞,6;
3737102:蚊子,3849;和尚,3696;艋,2669;舺,2553;黑道,2341;
4817024:宠物,52;张根硕,33;男人,24;萌,23;版,21;
4824145:乔治,22;【,19;】,19;老人,11;叙事,10;
3287804:复仇,34;法律,17;女儿,15;痛苦,14;医生,13;
1299714:麦克风,30;革命,15;法斯宾,13;德,13;年代,9;
1292792:mike,910;scott,635;爱,475;生活,294;river,278;
1297022:男人,15;女人,13;乔,8;女性,7;时代,5;
2983135:日本,57;病毒,52;感染,44;医生,44;灾难片,21;
1291857:音乐,157;古巴,127;生活,46;美国,31;club,31;
10461364:生活,44;妻子,28;岛,24;木,23;叔,23;
2063533:floriane,131;marie,106;爱,59;女孩,52;安娜,44;
2130163:汉,71;佐,60;搞笑,43;中东,39;美国,39;
4714583:公司,34;印度,27;客户,19;辛格,17;销售,17;
3868407:艺术,6;生活,3;男人,2;头脑,2;*,2;
1301636:母亲,14;冬天,12;女儿,11;象,7;倔强,5;
2997114:george,53;_,35;乔治,31;beatles,23;eric,15;
3760879:今天,2;beee,1;com,1;subject,1;看好,1;
1458952:纳迪亚,27;玛莎,18;她们,9;女孩,8;生活,6;
1470603:羊,30;in,29;it,25;跳跳,24;up,23;
1307413:妹子,17;软,14;眼睛,14;哦,9;未来,6;
1302488:爱,139;父亲,120;上帝,85;00,81;karin,78;
3999757:难道,2;空洞,1;烂,1;美,1;画面,1;
3168089:x,986;*,510;教授,468;变种,443;万磁王,352;
1417432:),16;(,15;【,9;】,9;短片,4;
3010415:布什,157;美国,129;总统,110;w,59;小布什,59;
5153912:海报,2;描述,2;外星人,2;51,2;对外开放,1;
1316555:安徒生,60;tuk,37;hans,25;童话,21;年轻,21;
6013489:佩林,151;总统,111;麦凯恩,87;美国,74;竞选,73;
1293537:总统,165;美国,160;看好,53;国家,45;空军一号,39;
1873750:hellboy,174;地狱,148;王子,130;男爵,113;人类,105;
5423370:圣诞,1;歌舞,1;com,1;秀,1;christmas,1;
1824457:*,46;中国,43;歌剧,33;图兰朵,22;公主,21;
4843637:得意,627;琴,620;最爱,583;爱,457;爱情,437;
6810709:p,9;paul,8;brad,7;癌症,6;同志,5;
1422938:科幻,11;生命,9;第一部,8;第二部,8;人类,7;
1892058:his,9;in,9;is,8;by,6;he,5;
1292452:西格,36;弗吉尼亚,15;好莱坞,11;公司,11;路,10;
1301106:汉斯,830;爱,805;伊洛娜,706;星期天,495;爱情,487;
1300359:佬,392;因,347;大只,304;因果,290;李凤仪,268;
1974407:天才,9;in,7;时代,5;be,4;mozart,4;
1307054:阿杰,76;美丽,57;小伟,51;时光,50;生活,46;
1760104:加菲,111;加菲猫,109;猫,83;动物,49;王子,37;
1308582:爱,106;爱情,97;女人,80;哈利,63;,60;
1300543:marty,17;bobby,16;美国,11;少年,7;真实,6;
1418770:怪物,17;怪兽,15;动作,13;引进,13;烂,13;
3279143:吸血鬼,28;女主角,9;极夜,7;老巢,5;血,5;
3726986:武士,189;刺客,104;岛田,97;三,94;日本,89;
1304659:歌声,76;夜半,72;宋丹萍,38;马,34;徐维邦,34;
1827955:柯南,185;侦探,78;剧场版,62;基德,40;推理,33;
1309016:梦想,673;拳击,654;麦琪,645;maggie,447;生命,369;
1499008:黄金甲,1457;张艺谋,791;中国,778;王,755;菊花,743;
3158990:台湾,5095;海角,3708;爱情,3529;七号,3299;日本,3203;
1783441:顺,18;锦,14;师傅,12;宋,11;出家,8;
4926002:日本,78;中国,37;丑化,25;历史,21;搞笑,20;
1401521:母亲,70;明,31;山修司,29;寺,29;迷宫,24;
1293527:黑人,463;美国,243;信仰,226;弟弟,216;白人,191;
5973984:斯通,46;野蛮,35;暴力,32;文化,30;p,19;
1947719:meg,49;梅格,47;特工,39;fbi,38;妈妈,37;
1299247:007,11;中国,8;杨紫琼,6;西方,6;邦,5;
2981479:晚间,1;12256,1;片儿,1;无线电,1;堡主,1;
3428580:派克,35;女医生,23;园丁,22;戈登,21;精神病,20;
1947114:跟踪,426;梁家辉,220;任达华,192;银河,168;猪,140;
1293433:小说,13;幻觉,9;潜意识,9;能力,8;心理学家,8;
1784989:爱,27;爱情,22;韩国,20;绝症,18;男主角,15;
2280004:路飞,14;乌索普,12;卓洛,6;世界,5;决定,5;
2215964:為,13;〉,6;〈,6;己,5;法,5;
3718778:塞纳,241;f,118;senna,105;赛车,91;车手,77;
3607877:is,96;it,59;your,49;that,48;not,42;
3236412:嫌疑人,14;证据,9;案件,7;公众,7;纪录片,7;
3417312:美国,6;夸张,4;英雄,4;几乎,4;男人,4;
5154022:捷克,2;火候,2;恰到好处,2;不到,1;显得,1;
1297010:nancy,5;鬼,4;街,4;猛,4;灵,3;
3839227:特斯拉,14;世界,7;科学,6;are,6;my,5;
1293104:赫本,29;埃莉诺,17;亨利,17;父亲,15;爱,12;
1299649:阿,29;sa,28;梦想,26;天后,16;twins,11;
1401513:慢镜头,10;godard,7;jacques,6;isabelle,6;為,6;
1298670:船长,5;一月,3;翻译,2;january,2;简纽尼,2;
5342326:结尾,3;总之,3;动作,2;没什么,2;笑,2;
5996850:xi,2;甸,2;gt,2;类似,2;东之伊,2;
3327338:她们,6;姑娘,5;女子,4;希望,3;凯西,3;
2297038:卖,2;酒,2;打铁,2;临死时,1;回应,1;
1305178:fisher,26;哭泣,25;小男孩,22;菲舍尔,19;who,18;
1388180:安哲,126;希腊,110;河流,74;艾莲妮,73;父亲,66;
1308430:．,29;李恩珠,11;珠,10;死亡,10;医院,9;
2344893:生活,13;梦想,11;可爱,8;老人,6;是的,6;
1297965:教授,143;卖花女,121;赫本,118;女人,114;爱,99;
1950969:市川,117;昆,98;岩井,30;纪录片,29;岩,26;
5153322:will,28;walk,24;利物浦,17;alone,15;never,14;
1301045:生活,22;is,18;．,14;it,11;满足,7;
5159299:烂片,4;痛苦,2;烂,2;动作片,2;请,2;
1306664:韩国,185;,168;李秀赫,150;朝鲜,126;士兵,110;
1914787:希,574;芭芭拉,467;芭,437;女人,296;sheba,216;
1485789:尼奥,24;马修,20;哥哥,18;弟弟,18;身体,9;
1304681:爱情,21;世界,13;隐形,13;认识,9;刘启盛,9;
4817026:孙中山,6;伟人,3;效忠,3;袁世凯,3;孙,3;
6887029:民谣,9;演唱,6;科恩兄弟,4;民谣歌手,3;队伍,3;
10462218:',38;女主角,22;judas,19;jennifer,15;glick,15;
1306601:吸血鬼,165;女王,47;莱斯特,33;原著,29;夜访,28;
1294387:天堂,41;爱,39;直升机,19;爱情,19;警察,17;
4305081:4,4;少年,4;时期,4;no,3;greg,3;
3582056:革命,28;契卡,12;恐怖,7;历史,7;社会,7;
4316611:警察,10;女儿,10;连环,9;杀人犯,9;韩国,9;
1293460:in,163;雨中曲,110;歌舞片,108;that,100;was,89;
1303473:劳拉,30;健,29;爱,26;生命,21;生活,15;
1419983:女人,52;男人,28;少年,25;情欲,16;一夜,12;
1300195:魏公子,9;李翰祥,8;胡金铨,8;焦赞,7;客栈,7;
1305725:死刑,630;生命,352;大卫,315;理想,180;死亡,156;
3138617:来自,5;两部,2;#,2;俱乐部,2;妈妈,2;
1300830:蛇,31;巨蟒,19;身,12;狂,11;蟒,11;
4197219:圣诞老人,64;世界,29;相信,25;爱,19;no,14;
1298374:da,1;香港,1;品鉴,1;结,1;青春,1;
2054828:俊儿,19;爸爸,13;爱,8;老师,6;生活,6;
1292867:成龙,8;打斗,6;元彪,4;世界,4;三,4;
1307217:生活,10;候鸟,7;刘若英,7;love,7;夕阳,5;
1889150:父亲,8;美国,8;政治,5;舞男,5;男伴,5;
10785515:结婚,14;毕业,11;幸福,5;快乐,4;世界,4;
1293227:好莱坞,12;发哥,12;文化,8;周润发,7;枪战,5;
1437097:老二,15;gay,14;三,14;老大,14;老三,13;
1295452:艺术家,56;剧本,44;大卫,40;艺术,36;黑帮,29;
4115223:生活,40;保罗,36;妻子,20;身份,16;部分,14;
1304660:母亲,11;李木,6;大人,6;表演,3;|,3;
1428581:动画,119;中国,85;动画片,85;蛋,71;生,67;
1474974:快乐,27;*,24;世界,19;内心,12;more,11;
3821067:王家卫,5250;叶,3613;一代宗师,3000;宫,2794;宫二,2684;
20470102:字数,17;不够,17;200,17;
1476023:法国,403;玛丽,307;历史,286;marie,255;女人,246;
1293105:尼,62;安东尼奥,61;蚀,51;女人,50;男人,45;
1303927:兽,16;滚球,12;客厅,11;首,6;屋子,5;
1293544:汉尼拔,859;羔羊,742;沉默,408;克拉,308;比尔,305;
1296338:戈达尔,19;(,11;),10;they,8;gt,7;
1298554:林过云,26;後,10;表示,7;专家,5;警方,4;
1461079:咒怨,12;小男孩,8;老师,6;猫,6;掉,6;
2032143:日本,403;家庭,370;生活,362;失业,219;社会,210;
4901378:教授,20;意识,16;大脑,13;决定,13;实验,10;
1306952:梦想,32;棒球,15;吉米,14;激励,12;父亲,12;
3003826:国家,157;死亡,145;生命,133;繁荣,83;日本,83;
6558347:爱,20;感情,7;直,7;肖恩,6;遗憾,5;
5157032:父亲,2;母亲,2;妻子,2;适当,2;女儿,2;
1301217:戈达尔,45;|,33;爱,28;美国,25;历史,21;
1472769:杀手,4;杀,4;不了,3;恐怖,3;地下,2;
1296179:杰西卡,16;男人,15;is,15;同性恋,14;jessica,13;
10461726:巴黎,43;千,28;爱,27;葵,24;爱情,18;
1293395:di,17;la,17;ò,15;’,14;e,13;
4001859:主人公,3;d,1;蛋,1;20天,1;记忆,1;
3135483:生活,438;严肃,371;男人,284;拉里,253;上帝,184;
5383158:曼联,184;球迷,60;球队,58;足球,50;精神,46;
1422920:吸血鬼,138;狼,89;selene,44;michael,37;第一部,31;
6040997:哥哥,65;妹妹,63;爱,21;拳手,19;猪脚,17;
2133301:描绘,4;短片,3;音乐,3;希望,2;时而,2;
3268821:meghna,65;成功,40;shonali,37;梦想,31;模特,26;
2003316:希特勒,151;历史,71;真实,30;民族,26;德国,19;
1291829:古尔德,28;	,15;钢琴,10;音乐,10;gould,10;
3230125:艾米,32;老婆,32;小贩,31;稻草,28;狗,27;
3586511:教授,17;秘密警察,15;十年,12;生活,7;监控,7;
2051092:上帝,8;人类,6;地球,5;其他,2;权利,2;
4820775:_,168;蝙蝠侠,88;jason,53;罗宾,38;bruce,36;
1441095:人生,21;鱼住,19;郎,16;～,15;丰川悦司,13;
1408104:it's,4;cowboys,3;that,3;with,3;it,3;
10465127:」,29;「,28;小孩,25;父母,21;老师,16;
1306787:柴,25;———,13;纹,8;扭,7;吴山水,6;
1292555:越狱,19;肖申克,7;牛,5;可信,4;方法,4;
2298840:鬼,13;武侠片,13;袁德泰,12;武侠,12;斩,9;
2042437:工作,70;时尚,64;卡尔,59;’,53;生活,48;
4087135:韩国,28;战争,28;村民,21;美军,20;事件,20;
1418605:夜宴,1527;婉,1213;无,1113;爱,989;青女,961;
2063553:jonas,23;sofia,16;爱情,9;家庭,8;并且,6;
1440359:姐姐,22;佛像,21;欲望,21;佛,20;正,19;
4160459:回忆,7;奶奶,7;哪怕,4;桥上,3;美好,3;
1442700:北野武,508;日本,73;双面,65;梦,63;北野,48;
6101651:柯南,49;小兰,42;兰,34;凶手,30;木,29;
3285088:狼,120;缆车,73;衣服,59;滑雪,55;2,44;
1292332:记忆,310;外星人,194;城市,163;人类,155;世界,133;
1440283:贝贝,30;外星人,16;小时候,15;鳗鱼,9;霹雳,8;
4917494:挺,2;印度,2;动作,1;童话,1;歌舞,1;
5948656:男人,40;可怕,37;傻,30;韩国,29;爱,26;
4264700:地狱,66;但丁,59;－,29;宗教,14;动画,12;
1303449:狗,144;鬼,111;黑帮,95;枪,53;拿,53;
3736682:2,19;天雷,15;刷子,12;x,11;只要,10;
6857004:乙,14;甲,13;美国,7;自然,7;环保,7;
3218596:汤川,26;大叔,20;伽利略,19;福山,16;长,13;
1303813:安娜,98;母亲,84;ana,69;父亲,64;乌鸦,54;
4825006:常德,276;战争,201;历史,199;日军,180;国军,154;
3877154:felix,16;父亲,14;寻找,8;父爱,7;自我,7;
6894068:电台,147;宅,123;上海,121;moro,112;深,101;
3836656:系列,11;上海,9;火线,8;追凶,7;中国,6;
6875258:能力,11;三个,4;发展,3;至于,3;属于,3;
1307917:史密斯,18;马丁,14;威尔,13;劳伦斯,12;战警,11;
5268695:高桥,6;汽车,3;三个,3;女儿,3;老人,3;
1929438:艾迪墨菲,9;肥,7;黑人,6;分饰,6;巨无霸,6;
3597506:柜,12;we,12;in,11;is,10;同志,9;
3395437:弟弟,404;姐姐,169;小春,166;吟,164;子,164;
6432145:拆迁,5;博弈,5;老师,4;本身,4;象征,4;
2370804:纹身,23;刺青,16;郎,13;花蕊,12;美,11;
2160018:世界,12;碟形,8;魔法,8;箱子,8;书,7;
1294207:女人,7;红姐,5;阿敏,5;商业,3;如同,3;
1308844:幸子,151;老师,89;夏子,60;害虫,59;世界,54;
10574471:俺,48;镇,34;微,33;宇兄,32;女人,32;
2229409:图灵,5;数学,3;弱势群体,3;二战,2;还要,2;
1915382:人类,9;猩猩,7;猿,4;族,3;凯撒,3;
10534018:扭曲,5;丈夫,5;狮,4;巢,4;酒吧,3;
3236350:━,183;马代奥,26;大卫,24;德,22;特里斯坦,22;
10487576:_,9;can,6;in,5;be,4;´,4;
2077287:辩论,368;黑人,274;is,224;he,151;真理,101;
1302597:版本,20;台阶,13;三十九级,12;希区柯克,11;男主角,10;
1434550:syd,11;roger,6;waters,6;pink,6;floyd,6;
1465450:祥林嫂,48;四,24;四叔,21;阿毛,17;婶,17;
3124124:程序员,15;公司,7;世界,6;工作,6;生活,6;
1293605:邦德,11;金枪人,8;邦,7;007,7;lt,7;
1415144:母亲,20;保罗,13;世界,7;」,7;「,7;
4284085:团圆,74;上海,59;王全安,58;刘燕生,49;’,43;
1817124:安妮,45;修行者,25;达,15;琳,15;心,8;
1308427:．,13;愤怒,4;形式,2;舞台剧,2;风格,2;
3431869:字数,17;补丁,17;感情,11;美丽,11;乡村,8;
1301485:’,487;s,188;t,162;it,147;your,98;
5197465:宫崎骏,41;吉卜力,26;麻吕,25;动画,18;借,17;
1308908:t,11;http,11;cn,10;历史,6;纪录片,5;
1849905:漫画,4;cap,3;高潮,2;毫无,2;英雄,2;
1299886:尼,16;软,15;影像,14;帕索里,11;帕,10;
3742937:外星人,2233;地球,1317;战舰,970;美国,697;外星,522;
1295636:发哥,23;秦汉,13;吴倩莲,8;刘镇伟,6;小倩,5;
3864367:zack,22;casey,21;同志,12;照片,10;帅哥,9;
11533321:开幕式,60;’,55;英国,53;‘,52;伦敦,30;
1308590:杨千桦,13;玉女,8;怀孕,6;形象,5;郑秀文,5;
10605952:安乐死,7;马里奥,6;死亡,5;★,4;尊严,4;
5384601:老师,26;爱,14;小男孩,13;charlie,11;大人,8;
1959212:感受,3;慢慢,3;死亡,2;不怕,2;昊,2;
10540066:上海,1377;成大器,1367;阿宝,861;大器,789;女人,762;
3612117:第一部,2;…,2;系列,2;￣,2;绝对,2;
5937920:西班牙,41;生活,36;女佣,29;女人,17;巴黎,17;
1946690:拉斯,21;冯,18;提,16;尔,16;喜剧,16;
1819888:阿娘,39;女孩,32;恐怖片,29;警察,26;鬼,23;
1765972:字幕,2;影像,1;窥视,1;差不多,1;呵呵,1;
1887455:男人,275;年轻人,137;老人,122;游戏,110;洛,90;
1296897:萝卜头,12;生活,8;爱,7;过日子,7;啦,6;
3285073:王子,27;leezar,9;各种,9;大麻,9;观赏,9;
1439804:灵魂,2;一幕,2;男主角,1;半死,1;脑死亡,1;
1294502:皮普,14;was,12;pip,11;it,11;小说,10;
5924360:秋瑾,830;黄奕,227;女侠,202;历史,197;竞雄,163;
2223463:pixar,50;动画,46;最佳,43;提名,33;迪斯尼,23;
3151410:amp,24;gt,15;lt,15;vimeo,8;_,8;
1450060:d,12;dnd,7;amp,6;～,5;结尾,4;
5501712:*,197;中国,91;韩国,78;朝,53;韩,51;
1294958:军官,105;上校,101;桥,93;战争,80;日本,78;
4903614:多田,147;行天,130;瑛,34;男人,32;爱,29;
2029638:keith,50;_,42;生活,32;natalie,28;爱情,26;
1299981:阿呆,30;恶搞,17;辛迪,14;笑,11;恐怖片,10;
2132316:汉姆,24;三世,23;太空,10;星球,10;泰坦,10;
6891909:he,5;his,3;jesse,3;_,2;up,2;
3151703:文化,15;市民,12;搞笑,10;笑,8;烂,8;
1308381:许志安,7;互动,6;杀人,6;风格,6;悬疑,4;
1300204:胡斐,13;———,12;程灵素,8;爱,6;片段,5;
2182071:nicky,13;​,8;geordie,8;英国,6;149,6;
1916995:男人,51;女人,50;男主角,48;生活,47;伊万,42;
6946772:乐翻天,55;喜剧,53;韩国,39;王岳伦,38;宁静,28;
1422204:尸体,139;爱情,37;爱,34;浪漫,33;女人,32;
1298095:钢琴师,33;特吕弗,29;女人,16;爱,15;生活,10;
1302391:派,63;翠,47;爱,43;卡蜜儿,41;亚,37;
3681128:战争,110;阵地,56;60,47;奇袭,33;地下,27;
1292535:修女,162;生活,59;信仰,58;修道院,57;嘉,53;
1306457:in,10;for,10;),9;(,8;by,8;
1304722:【,46;joker,39;蝙蝠,22;(,20;】,19;
1441802:．,7;颜色,3;衣服,3;白色,3;自我,3;
20452309:小偷,62;项链,24;爱情,23;女主角,22;冲突,22;
3436946:2,1;6,1;bf,1;63,1;
10746436:秘鲁,18;大冒险,17;动画片,14;d,9;西班牙,9;
4007879:音乐,7;want,6;what,5;jim,5;巨星,4;
4919232:凯奇,88;劫匪,60;女儿,53;妮可,46;家庭,42;
5401743:夏威夷,4;美,3;游记,2;asami,2;不禁,2;
2245630:家里,2;变态,2;父母,2;充斥,1;男人,1;
1307873:韦家辉,16;回春,13;辣手,13;天使,9;主题,8;
2055017:旅行,1134;台湾,1110;风,801;练习曲,685;太平洋,617;
6793331:画面,3;贺军翔,3;陈嘉桦,3;脱,2;ella,2;
3102668:食物,180;美食,176;父亲,130;爱,124;flint,95;
1303019:奥洛夫,19;erik,6;手,5;听见,5;男人,5;
1291828:多多,5869;电影院,3380;天堂,2437;爱,1978;生活,1754;
3041298:冲,49;方,36;库克,32;乌夫,31;芭,26;
3088602:27911,1;相当,1;com,1;c,1;www,1;
1438317:夫人,49;亨,42;剧院,38;德逊,35;henderson,27;
4074009:纱,526;康平,429;枝,417;爱,300;生活,250;
1431962:牛,78;牧童,78;动画,28;图,22;笛声,21;
1309074:忍者,20;少女,15;日本,13;甲贺,9;安云,9;
1308569:意大利,4;道德,3;二战,2;侵略,2;基本,2;
5317308:朋友,28;爱情,18;生活,18;婚姻,15;jason,12;
1306486:出纳员,11;妻子,9;雷诺阿,8;生活,7;legrand,6;
1905790:律师,169;迈克尔,129;michael,128;_,115;公司,115;
4885994:栗原,48;医生,43;止,31;医院,18;患者,17;
1946882:007,1406;邦德,950;量子,352;bond,331;女郎,314;
3602136:女儿,52;母亲,39;女人,36;男人,35;性,33;
2081377:腔,6;贼,5;格里耶,4;亲切,2;贴切,2;
3073160:猪脚,6;枪战,6;英国,6;st,6;飙车,6;
1815485:罗公子,86;济公,60;头,52;大王,51;金,49;
1297579:(,8;),8;後,4;egoyan,3;及,3;
1297979:独臂刀,27;刀,23;张彻,23;方刚,17;侠,17;
2255999:神枪手,44;智多星,43;王晶,26;吴镇宇,24;黄秋生,23;
1849336:书,6;郑,5;郑人买履,4;愚人,4;鞋子,3;
1305893:科祖克,5;玛,4;伊斯坦布尔,4;巴黎,4;金,4;
6530823:行,24;女人,19;男人,14;瑠,12;依,12;
1453067:恐怖片,71;血腥,55;眼,44;山有,38;隔,38;
1773568:情人,2;家庭,1;亲夫,1;地步,1;中产阶级,1;
1306273:爷爷,85;不见,81;孙子,73;寻找,54;李康生,46;
2359450:洪金宝,99;任达华,87;帅,85;夺,81;吴京,71;
1473308:艾蜜莉,11;火车,6;爆炸,5;教授,5;麦格,5;
2970163:超人,602;快快,126;世界,103;帮助,99;改变,70;
1306367:爱,210;爱情,88;仁友,47;学生,42;蹦极,41;
7006540:同性恋,6;逼,5;青年,5;荷兰,5;爱看,4;
1296636:自由,89;小马王,73;马,40;动画,38;spirit,30;
11529529:弟弟,10;女尸,8;画面,5;尸体,5;女子,4;
1297223:韦小宝,44;小宝,32;陈近南,22;女人,19;周星驰,19;
6972876:上海,183;中国,112;纽约,65;美国,58;山姆,55;
1306413:并且,13;考,9;亨利,9;国王,9;吉娜,9;
1305713:有钱人,51;嫁,47;男人,20;爱,17;爱情,16;
2125064:奇迹,64;生活,46;街,41;一番,33;韩国,30;
4924699:laurent,12;saint,12;berge,8;dior,5;设计师,3;
1295227:诺,36;维尔,24;金钱,22;大亨,21;影子,20;
4173583:唐伯虎,322;2,181;黄晓明,177;笑,161;点秋香,140;
3236480:字幕组,2;哈哈,1;故事情节,1;哥,1;故事片,1;
2082326:明天,15;弟弟,13;哥哥,12;表演,10;韩国,8;
